count	tag	chosen	via	mt_rendering	candidates (wording|back-translation|f1|src)	flag
843	collar	项圈	kb_verified	领口	项圈|collar|1.0|kb ; 衣领|collar|1.0|kbmt ; 首轮|First round|0.0|wiki ; 领口|neckline|0.0|mt	
837	bed	床	kb_verified	床	床|bed|1.0|kb	
833	cleft of venus	蜜缝	kb	维纳斯之沟	金星裂|Venus Split|0.5|kbmt ; 维纳斯之沟|Venus’ Gully|0.5|mt ; 蜜缝|Honey stitch|0.0|kb ; 阴裂|Vaginal fissure|0.0|wiki ; 一线天|The Narrow Pass|0.0|wiki	
828	white thighhighs	白色过膝袜	kb	白色过膝袜	白丝袜|white stockings|0.5|wiki ; 白色过膝袜|White knee-high socks|0.333|kb ; 白色长筒袜|White thigh-high socks|0.333|kbmt	
828	multiple boys	多个男孩	kb_verified	多个男孩	多个男孩|Multiple boys|1.0|kb	
825	short sleeves	短袖	kb_verified	短袖	短袖|Short-sleeved|1.0|kb ; 半袖|short-sleeved|1.0|wiki	
825	girl on top	女上位	kb_verified	女上位	女孩在上面|The girl is on top|1.0|kbmt ; 女上位|Woman on top|0.5|kb ; 女上体位|Woman on top position|0.4|kb ; 逆正常位|Reverse normal position|0.0|wiki	
825	artist name	作者署名	kb	艺术家名称	艺术家名称|Artist Name|1.0|mt ; 艺术家姓名|Artist Name|1.0|kbmt ; 作者署名|Author attribution|0.0|kb	PACK_UNVERIFIED_RIVAL
820	hairclip	发夹	kb	发夹	发夹|hairpin|0.0|kb ; 发片|hairpiece|0.0|wiki ; 发夹发夹发夹发夹|hair clip hair clip hair clip hair clip|0.0|kbmt	
794	wet	沾湿的	kb_verified	湿透	沾湿的|Wet|1.0|kb ; 湿身|Wet body|0.667|kb ; 湿透的|Drenched|0.0|kb ; 湿透|Drenched|0.0|mt	
789	no panties	下半身真空	kb	没有内裤	没有内裤|No underwear|0.5|mt ; 下半身真空|Lower body vacuum|0.0|kb ; 没穿内裤|Not wearing underwear|0.0|wiki ; 诺潘|Nopan|0.0|kbmt	
779	motion lines	体现运动的线	kb_verified	动作线	体现运动的线|Lines representing motion|0.8|kb ; 运动线|Motion line|0.5|kbmt ; 动作线|Action line|0.0|mt	
774	monochrome	单色画	kb_verified	黑白风格	单色调|Monochrome|1.0|wiki ; 单色的|Monochrome|1.0|kbmt ; 单色画|Monochrome painting|0.667|kb ; 单色图片|Monochrome image|0.667|kb ; 黑白风格|Black and white style|0.0|mt	
765	pleated skirt	百褶裙	kb_verified	百褶裙	百褶裙|plaid skirt|0.5|kb	
765	nail polish	指甲油	kb_verified	指甲油	指甲油|Nail polish|1.0|kb ; 涂指甲|Apply nail polish|0.8|kbmt ; 彩色指甲|Colored nails|0.5|kbmt	
759	outdoors	户外	kb_verified	户外	户外|Outdoor|1.0|kb ; 户外户外|Outdoor Outdoor|1.0|kbmt ; 野战|field|0.0|kb ; 野外|in the wild|0.0|wiki	
759	group sex	群交	kb_verified	群交	群交|Group sex|1.0|kb ; 群P|Group P|0.5|kb ; 五人组|Five-member group|0.4|kbmt	
739	trembling	颤抖	kb	颤抖	颤抖|Tremble|0.0|kb ; 颤抖颤抖|Tremble, tremble|0.0|kbmt	
719	male pubic hair	男性的阴毛	kb_verified	男性阴毛	男性的阴毛|Male pubic hair|1.0|kb ; 男性阴毛|Male pubic hair|1.0|mt ; 阴毛（男）|pubic hair (male)|1.0|kbmt	
716	bikini	比基尼	kb_verified	比基尼装	比基尼|Bikini|1.0|kb ; 比基尼泳装|Bikini swimsuit|0.667|wiki ; 比基尼装|Bikini set|0.667|mt	
714	one eye closed	闭着一只眼	kb_verified	一只眼睛闭着	闭着一只眼|With one eye closed|1.0|kb ; 一只眼睛闭着|One eye is closed|1.0|mt ; 单眼闭合|Monocular closure|0.0|wiki ; 眨眼|blink|0.0|kbmt	
708	fake animal ears	仿制的动物耳朵	kb_verified	假兽耳	假兽耳|Fake animal ears|1.0|mt ; 假动物耳朵|Fake animal ears|1.0|kbmt ; 仿制的动物耳朵|Replicated animal ears|0.667|kb	
701	greyscale	纯黑白色	kb	灰度图	纯黑白色|Pure black and white|0.0|kb ; 黑白照片化|Convert to black and white photo|0.0|kb ; 灰度图|Grayscale image|0.0|mt ; 黑白黑白灰度|Black and white, black and white, grayscale|0.0|kbmt	
694	skirt lift	掀起裙子	kb_verified	裙子上扬	掀起裙子|Lift the skirt|1.0|kb ; 提起裙子|Lift the skirt|1.0|kbmt ; 将裙子掀上去|Lift the skirt up|0.8|kb ; 裙子上扬|The skirt lifted up|0.8|mt	
689	black panties	黑色内裤	kb_verified	黑色内裤	黑色内裤|Black underwear|0.5|kb ; 黒下着|Black underwear|0.5|wiki	
686	clothes pull	拉开衣物	kb_verified	衣服被拉扯	衣服拉|Clothes pull|1.0|kbmt ; 拉开衣物|Pull apart the clothes|0.8|kb ; 拉下衣服|Pull down the clothes|0.8|wiki ; 衣服下拉|Pull down clothes|0.8|wiki ; 衣服被拉扯|The clothes were pulled.|0.8|mt	
675	hair bun	发髻	kb	发髻	发髻|updo|0.0|kb ; 团子头|Dumpling head|0.0|kb ; 丸子头|Ponytail|0.0|wiki	
674	fingernails	指甲	kb	指甲	手指甲|Fingernails|1.0|wiki ; 手指甲指甲|Fingernail|1.0|kbmt ; 指甲|nails|0.0|kb ; 爪|claw|0.0|wiki	PACK_UNVERIFIED_RIVAL
674	clothed sex	着衣性交	kb_verified	穿衣性爱	着衣性交|Clothed sex|1.0|kb ; 穿衣性爱|Clothed sex|1.0|mt ; 着衣交尾|Clothed intercourse|0.5|wiki ; 穿衣服的性|Dressed sex|0.5|kbmt	
667	ejaculation	射精	kb_verified	射精	射精|Ejaculation|1.0|kb ; 乳内射精|Coital ejaculation|0.667|wiki ; 挟射|Flank fire|0.0|wiki ; 乳房之间射精|Ejaculating between breasts|0.0|kbmt	
665	arms up	抬手	kb	举臂	举臂|Raise arms|0.5|mt ; 双臂上抬|Raise both arms upward|0.333|wiki ; 双臂举过头顶|Raise both arms above your head|0.25|kbmt ; 抬手|Raise hand|0.0|kb ; 举起手|Raise your hand|0.0|kb	
664	black skirt	黑色短裙	kb_verified	黑色裙子	黑色短裙|Black short skirt|0.8|kb ; 黑色裙子|Black dress|0.5|kbmt	
659	gloves	手套	kb_verified	手套	手套|Gloves|1.0|kb ; 手袋|Gloves|1.0|wiki ; 裸手袋|Gloveless handbag|0.0|wiki	
657	grabbing another's breast	抓取他人的乳房	mt_unverified	抓取他人的乳房	抓取他人的乳房|Grabbing someone else’s breasts|0.571|mt ; 从背后揉奶|Knead the breasts from behind|0.286|wiki ; 揉奶|Milk expression|0.0|wiki ; 抓住别人胸部|Grab someone's chest|0.0|wiki	NO_PACK
653	detached sleeves	分离袖子	kb_verified	分离式袖子	分离袖子|Separate sleeves|0.5|kb ; 分离袖|Separate sleeves|0.5|wiki ; 分离式袖子|Separate sleeves|0.5|mt ; 拆袖|Unroll sleeve|0.0|kbmt ; 裸袖|Sleeveless|0.0|kbmt	
651	breasts out	胸部露出	kb	露出巨乳	双乳露出|Both breasts exposed|0.4|wiki ; 露出巨乳|Revealing huge breasts|0.4|mt ; 衣服外面的乳房|Breasts outside the clothes|0.4|kbmt ; 胸部露出|Exposed chest|0.0|kb	
649	flower	花	kb_verified	花朵	花|Flower|1.0|kb ; 花朵|Flowers|1.0|kbmt ; 以花咏画|Sing of Paintings with Flowers|0.5|wiki	
645	dark-skinned male	褐皮男性	kb	深色皮肤男性	褐皮男性|Brown-skinned man|0.333|kb ; 深色皮肤男性|Men with dark skin|0.333|mt ; 深色皮肤的男性|Men with dark skin|0.333|kbmt ; 黒人|Black people|0.0|wiki ; 黑人|Black people|0.0|wiki	
644	skindentation	皮肤的凹陷	kb	缩进错误	皮肤的凹陷|Depression of the skin|0.0|kb ; 勒肉|Shred meat|0.0|wiki ; 皮肤凹陷|Skin indentation|0.0|kbmt ; 缩进错误|Indentation error|0.0|mt	
644	heart-shaped pupils	心形瞳孔	kb_verified	心形瞳孔	心形瞳孔|Heart-shaped pupils|1.0|kb ; 心形眼|Heart-shaped eyes|0.667|kb ; 爱心眼|Love eyes|0.0|wiki	
641	soles	脚底	kb	脚底	脚底|sole of the foot|0.0|kb ; 足里|Sole of foot|0.0|wiki ; 裸足里|Barefoot Inside|0.0|wiki ; 唯一|Only|0.0|kbmt	
639	shirt lift	拉起掀起卷起衬衫	kb_verified	上衣上提	掀起衬衫|Lift up the shirt|0.8|wiki ; 衬衫|Shirt|0.667|kbmt ; 拉起掀起卷起衬衫|Pull up and lift the rolled-up shirt|0.571|kb ; 提起衬衫|Pull up the shirt|0.4|kbmt ; 上衣上提|Pull up the top|0.0|mt	
634	black gloves	黑色手套	kb_verified	黑色手套	黑色手套|Black gloves|1.0|kb ; 黒手袋|Black gloves|1.0|wiki ; 黑手套|Black Gloves|1.0|kbmt	
628	doggystyle	后入式	kb	狗爬式	后入式|Back entry|0.0|kb ; 后背位|Back position|0.0|wiki ; 背后位|Back view|0.0|wiki ; 狗爬式|Crawling style|0.0|mt	
628	cat ears	猫耳	kb_verified	兽耳	猫耳|Cat ears|1.0|kb ; 猫耳猫耳|Cat ears, cat ears|1.0|kbmt ; 兽耳|Animal ears|0.5|mt	
623	missionary	正常位	kb_verified	跪姿	正常位|Missionary position|0.667|kb ; 传教士体位|Missionary position|0.667|kb ; 传教士位|Missionary position|0.667|wiki ; 传教士职位|Missionary position|0.667|kbmt ; 跪姿|Kneeling position|0.0|mt	
621	huge breasts	爆乳	kb_verified	巨乳	爆乳|Big breasts|0.5|kb ; 爆乳化|Bursty Breasts|0.5|wiki ; 巨乳|Big breasts|0.5|mt ; 巨大的胸部|Enormous breasts|0.5|kbmt ; 巨乳(E)|Big breasts (E)|0.4|kb	
621	fang	虎牙	kb	獠牙	虎牙|Huya|0.0|kb ; 犬齿|canine teeth|0.0|wiki ; 八重歯|Overbite|0.0|wiki ; 方|square|0.0|kbmt ; 獠牙|Tusks|0.0|mt	
619	hair bow	蝴蝶结发圈	kb_verified	发夹	头发蝴蝶结|Hair bow|1.0|kbmt ; 蝴蝶结发圈|Bow hairband|0.5|kb ; 发夹|hairpin|0.0|mt	
614	clothing aside	衣服放在一边	wiki_verified	暂不考虑服装	衣服放在一边|Put the clothes aside|0.8|kbmt ; 衣服侧拉|Side pull of clothing|0.4|wiki ; 衣服侧开|Sides of clothing open|0.4|wiki ; 衣物拉一边（露出小穴）|Pull clothing to one side (to reveal the hole)|0.286|kb ; 暂不考虑服装|Clothing is not considered for now|0.286|mt	DEVIATES_FROM_PACK
614	black choker	黑色项链	kb_verified	黑色项圈	黑色项链|Black necklace|0.5|kb ; 黑色项圈|Black collar|0.5|kbmt	
609	elbow gloves	长手套	kb_verified	护肘手套	护肘手套|Elbow guard gloves|0.8|mt ; 长手套|Long gloves|0.5|kb ; 长筒手套|Long gloves|0.5|wiki ; 长手套歌剧手套|Long glove opera glove|0.0|kbmt	
607	green hair	绿发	kb_verified	绿发	绿发|Green hair|1.0|kb ; 绿毛|Green hair|1.0|wiki ; 绿色头发|Green hair|1.0|wiki	
606	shiny skin	有光泽的皮肤	kb_verified	光滑肌肤	闪亮的皮肤|Shiny skin|1.0|wiki ; 有光泽的皮肤|Glossy skin|0.5|kb ; 光滑肌肤|Smooth skin|0.5|mt ; 闪闪发光的皮肤|Shining skin|0.5|kbmt	
604	from side	角色的侧面	kb	侧面视角	从侧面|From the side|1.0|wiki ; 从侧面看的侧视图|Side view from the side|0.8|kbmt ; 侧面视角|Side view|0.5|mt ; 角色的侧面|Side view of the character|0.4|kb ; 侧身|turn sideways|0.0|wiki	PACK_UNVERIFIED_RIVAL
604	:d	:d	passthrough			NO_PACK
597	english text	英语	kb_verified	英文文本	英文文本|English text|1.0|mt ; 英语|English|0.667|kb ; 英文|English|0.667|wiki	
597	bowtie	领结	kb	领结	领结|tie|0.0|kb ; 领结领结|Tie Tie|0.0|kbmt	
586	ribbon	丝带	kb_verified	丝带	丝带|Ribbon|1.0|kb ; 缎带|Ribbon|1.0|kb	
585	streaked hair	挑染发型	mt_unverified	挑染发型	有其他颜色条纹的头发|Hair with stripes in other colors|0.333|kb ; 挑染|Ombre|0.0|wiki ; 强调|Emphasize|0.0|kbmt ; 挑染发型|Ombre hairstyle|0.0|mt	DEVIATES_FROM_PACK
585	all fours	四肢趴地	kb_verified	四肢着地	四肢着地|On all fours|1.0|mt ; 四肢趴地|Crawl on all fours|0.8|kb ; 四肢着地的手和膝盖|Hands and knees on all fours|0.667|kbmt ; 母豹pose|Mother leopard pose|0.0|kb	
584	half-closed eyes	半闭的双眼	kb_verified	半闭的双眼	眼睛半闭|Eyes half closed|1.0|kbmt ; 半闭的双眼|Semi-closed eyes|0.667|kb ; 半闭着眼|Semi-closed eyes|0.667|wiki ; 半眼|Squinting eyes|0.4|wiki	
581	striped clothes	条纹服饰	wiki_verified	条纹装	条纹服饰|Striped clothing|1.0|wiki ; 条纹衣服|Striped clothes|1.0|kbmt ; 条纹装|Striped outfit|0.5|mt	NO_PACK
581	shoes	鞋子	kb_verified	鞋子	鞋子|Shoes|1.0|kb ; 靴|Shoes|1.0|wiki ; 鞋|shoes|1.0|kbmt	
580	cowgirl position	女上位	kb	牛仔式姿势	骑乘位|Sitting position|0.5|wiki ; 女牛仔（职位）|Female cowboy (position)|0.4|kbmt ; 女上位|Woman on top|0.0|kb ; 女上正骑|The woman is riding upright|0.0|kb ; 牛仔式姿势|Cowboy pose|0.0|mt	
573	shirt	衬衫	kb_verified	衬衫	衬衫|Shirt|1.0|kb ; 只有衬衫衬衫|Only shirt shirt|0.667|kbmt ; 上衣|Top|0.0|wiki	
565	mole under eye	眼角有痣	kb_verified	眼下的痣	眼下的痣|The mole under the eye|1.0|mt ; 眼睛下面的痣|The mole under the eye|1.0|kbmt ; 眼角有痣|A mole at the corner of the eye|0.667|kb ; 泪痣|tear mole|0.4|wiki ; 眼下痣|Nose mole|0.4|wiki	
563	tears	眼泪	kb_verified	泪水	眼泪|Tears|1.0|kb ; 涙|Tears|1.0|wiki ; 泪水|Tears|1.0|mt	
562	no bra	无胸罩	kb_verified	未穿胸罩	无胸罩|No bra|1.0|kb ; 不戴胸罩|Wearing no bra|0.8|kbmt ; 没穿胸罩|Not wearing a bra|0.4|kb ; 没戴胸罩|Not wearing a bra|0.4|wiki ; 未穿胸罩|Not wearing a bra|0.4|mt	
561	pink eyes	粉红色的眼睛	kb_verified	粉红眼睛	粉红色的眼睛|Pink eyes|1.0|kb ; 粉红眼睛|Pink eyes|1.0|mt ; 桃眼|Peach eyes|0.5|wiki ; 粉眼|Pink eye|0.5|wiki	
558	large penis	大阴茎	kb_verified	巨型阴茎	大阴茎|Large penis|1.0|kb ; 巨根|huge penis|0.5|wiki ; 巨型阴茎|Giant penis|0.5|mt	
549	cumdrip	精液滴落	mt_unverified	精液滴落	溢出的精液(已拔出)|Spilled semen (withdrawn)|0.0|kb ; 精液溢出(事后)|Semen leakage (after intercourse)|0.0|wiki ; 暨滴|And drip|0.0|kbmt ; 精液滴落|Semen droplets|0.0|mt	DEVIATES_FROM_PACK
545	bent over	弯腰	kb_verified	弯腰	弯腰|Bend over|0.5|kb ; 翘臀姿势|Butt lift pose|0.0|kb ; 前屈|Forward bend|0.0|wiki	
542	bare legs	裸腿	kb_verified	露腿	裸腿|Bare legs|1.0|kb ; 光腿|Bare legs|1.0|kbmt ; 生脚|Raw feet|0.0|wiki ; 露腿|露出腿部|0.0|mt	
541	groin	腹股沟	kb_verified	腹股沟	腹股沟|groin|1.0|kb ; 耻丘|mons pubis|0.0|kb ; 鼠径部|Inguinal region|0.0|wiki ; 阿多尼斯腰带臀线维纳斯丘|Adonis Belt, Hip Line, Venus Hill|0.0|kbmt	
540	aftersex	过气美型	mt_unverified	过气美型	过气美型|Outdated good-looking guy|0.0|mt	NO_PACK
535	collared shirt	翻领衬衫	kb_verified	有领衬衫	有领衬衫|Collared shirt|1.0|kbmt ; 翻领衬衫|Turnup shirt|0.5|kb	
533	twitter username	推特用户名	kb_verified	推特用户名	推特用户名|Twitter username|1.0|kb ; 艺术家推特|Artist Twitter|0.5|kbmt	
532	two-tone hair	双色头发	kb_verified	双色头发	双色头发|Two-colored hair|0.667|kb ; 双色发|Two-color hair|0.667|wiki ; 二色髪|Two-colored hair|0.667|wiki	
527	official alternate costume	官方替换服装	mt_unverified	官方替换服装	官方换装|Official costume change|0.667|wiki ; 新衣装公开|New costume unveiled|0.333|wiki ; 官方替换服装|Official replacement outfit|0.333|mt ; 与原设不同衣服|Clothes different from the original design|0.0|kb	DEVIATES_FROM_PACK
527	comic	漫画	kb_verified	漫画风格	漫画|Comics|1.0|kb ; 漫画漫画|Comics Comics|1.0|kbmt ; 漫画风格|Comic style|0.667|mt	
522	sleeveless	无袖	kb_verified	无袖	无袖|Sleeveless|1.0|kb ; 没有袖子|No sleeves|0.0|kbmt	
520	alternate costume	角色换装	kb	变装服装	换装|Costume change|0.5|wiki ; 变装服装|Costume outfit|0.5|mt ; 角色换装|Role Switch|0.0|kb ; 替代装|Alternative kit|0.0|kbmt	
518	kneeling	跪着	kb_verified	跪着	跪着|Kneeling|1.0|kb ; 下跪|Kneel|1.0|kb ; 跪|Kneel|1.0|wiki ; 跪在地上|Kneeling on the ground|0.667|kbmt	
516	blurry	模糊的	kb_verified	模糊的	模糊的|blurry|1.0|kb ; 模糊|blurry|1.0|kbmt	
515	off shoulder	露肩式	kb_verified	露肩装	露肩式|Off-the-shoulder|1.0|kb ; 露肩露肩|Off-the-shoulder Off-the-shoulder|1.0|kbmt ; 露肩装|Off-shoulder dress|0.8|mt ; 外套半脱|Jacket half-off|0.4|wiki	
501	animal ear fluff	耳绒毛	kb_verified	兽耳绒毛	动物耳朵绒毛|Animal ear fluff|1.0|wiki ; 动物耳毛|Animal ear fluff|1.0|kbmt ; 耳绒毛|ear fluff|0.8|kb ; 兽耳绒毛|Fur ears|0.0|mt	
499	white gloves	白手套	kb_verified	白色手套	白手套|White gloves|1.0|kb ; 白手袋|White gloves|1.0|wiki ; 白色手套|White gloves|1.0|mt	
498	necktie	领带	kb	领带	领带领带|Necktie|1.0|kbmt ; 领带|tie|0.0|kb	PACK_UNVERIFIED_RIVAL
497	veins	静脉	kb_verified	青筋	静脉|vein|1.0|kb ; 青筋|veins|1.0|mt ; 静脉静脉|Vein vein|1.0|kbmt ; 血管凸起|Blood vessel bulge|0.0|kb ; 脉|pulse|0.0|wiki	
493	legs	双腿	kb_verified	双腿	双腿|legs|1.0|kb ; 脚|foot|0.0|wiki ; 足|foot|0.0|wiki ; 腿|leg|0.0|kbmt	
489	v	比V	kb_verified	视频	比V|Better than V|0.5|kb ; 剪刀手|Scissor hands|0.0|kb ; 胜利手势|Victory gesture|0.0|kb ; 视频|Video|0.0|mt	
487	bdsm	BDSM	mt_verified	BDSM	BDSM|BDSM|1.0|mt ; 拘束具|Restraints|0.0|wiki ; 性虐待|Sexual abuse|0.0|kbmt	NO_PACK
486	upper teeth only	仅上齿	mt_verified	仅上齿	仅上齿|Only upper teeth|1.0|mt	NO_PACK
486	black bikini	黑色比基尼	kb_verified	黑色比基尼	黑色比基尼|Black bikini|1.0|kb ; 黑色比基尼泳裤|Black bikini bottoms|0.8|kbmt ; 黑色比基尼上衣|Black bikini top|0.8|kbmt	
484	cameltoe	骆驼趾	kb	阴蒂肥大	骆驼趾|Camel toe|0.0|kb ; 阴蒂肥大|Clitoral hypertrophy|0.0|mt	
482	torn clothes	破烂衣服	kb_verified	破烂的衣服	破烂衣服|Torn clothes|1.0|kb ; 破烂的衣服|Torn clothes|1.0|mt ; 破损的衣服|Damaged clothes|0.5|kb ; 撕破衣服|Rip clothes|0.5|kbmt ; 中破|Moderately damaged|0.0|wiki	
480	thigh strap	大腿缠着带子	kb_verified	过膝袜带子	大腿带|Thigh strap|1.0|kbmt ; 大腿缠着带子|Thighs wrapped with straps|0.8|kb ; 腿带|Leg straps|0.5|kbmt ; 过膝袜带子|Knee-high sock straps|0.333|mt ; 腿环|Leg ring|0.0|wiki	
475	frills	花边	kb	花边	花边|Lace|0.0|kb ; 荷叶边|lace trim|0.0|wiki ; 褶边|ruffle|0.0|kbmt	
473	nose blush	鼻子发红	kb_verified	鼻头泛红	赤面|Blush|0.667|wiki ; 鼻子发红|Nose is red|0.5|kb ; 鼻红|Red nose|0.5|kbmt ; 鼻头泛红|The tip of the nose is red.|0.4|mt	
472	one-piece swimsuit	一体式泳衣	kb_verified	连体泳装	一体式泳衣|One-piece swimsuit|1.0|kb ; 连体泳衣|One-piece swimsuit|1.0|kbmt ; 连体泳装|One-piece swimsuit|1.0|mt	
468	open shirt	敞开的衬衫	kb_verified	敞开的上衣	敞开的衬衫|Open shirt|1.0|kb ; 打开衬衫|Open the shirt|1.0|kbmt ; 衬衫打开|Shirt open|1.0|kbmt ; 敞开的上衣|Open-fronted shirt|0.8|mt	
466	hair flower	头发上别着花	kb_verified	发花	头发上别着花|A flower in her hair|1.0|kb ; 发花|Flowering|0.667|mt ; 花发饰花在头发头发花hairflower|Hair flower accessory flower on hair hair flower hairflower|0.667|kbmt ; 头花|Cap flower|0.5|wiki	
465	veiny penis	带静脉的阴茎	mt_unverified	带静脉的阴茎	静脉阴茎|Veinous penis|0.5|kbmt ; 带静脉的阴茎|Penis with veins|0.5|mt ; 静脉凸起的阴茎|Pene with prominent veins|0.0|kb	DEVIATES_FROM_PACK
464	back	后背	kb_verified	背部	后背|back|1.0|kb ; 背|back|1.0|wiki ; 背部|Back|1.0|mt ; 背影像|Back view image|0.5|kb ; 后退|Backward|0.0|kbmt	
459	heavy breathing	喘粗气	kb	急促的呼吸声	呼吸沉重|Heavy breathing|1.0|wiki ; 气喘吁吁|Out of breath|0.5|kbmt ; 喘粗气|Gasping for breath|0.4|kb ; 急促的呼吸声|Rapid breathing sounds|0.4|mt	PACK_UNVERIFIED_RIVAL
458	day	白天	kb	白天	昼间|During the day|0.667|wiki ; 白天|daytime|0.0|kb ; 昼|daytime|0.0|wiki ; 天|sky|0.0|kbmt	
457	phone	电话	kb_verified	手机	电话|Phone|1.0|kb ; 手机|Mobile phone|0.667|kb ; 电话机|Telephone|0.0|wiki	
455	rabbit ears	兔子耳朵	kb_verified	兔耳	兔子耳朵|Rabbit ears|1.0|kb ; 兎耳|Rabbit ears|1.0|wiki ; 兔耳|Rabbit ears|1.0|mt	
454	upper body	上半身	kb_verified	上半身	上半身|Upper body|1.0|kb ; 中近景镜头|Medium close-up shot|0.0|wiki ; 摔碎|Shatter|0.0|kbmt	
454	sweatdrop	汗珠	kb	汗珠	汗珠|Sweat beads|0.0|kb ; 汗滴|Sweat drops|0.0|wiki ; 汗水滴|Sweat drops|0.0|kbmt	
454	socks	袜子	kb_verified	袜子	袜子|Socks|1.0|kb ; 短袜|Socks|1.0|kb ; 靴下|Socks|1.0|wiki ; 裸袜|Stockings|0.0|kbmt	
454	lifting own clothes	掀起自己衣服	wiki_verified	提起自己的衣服	掀起自己衣服|Lift up one's own clothes|0.857|wiki ; 提起自己的衣服|Pick up one's own clothes|0.571|mt	NO_PACK
453	handjob	手淫	kb	手淫	手淫|Masturbation|0.0|kb ; 用手做|Make by hand|0.0|kb ; 手交|Deliver in person|0.0|wiki ; 手工作tekoki|Handmade tekoki|0.0|kbmt	
450	looking at another	看着另一个	kb_verified	注视着另一个人	看着另一个|Looking at the other one|0.5|kb ; 注视着另一个人|Staring at another person|0.4|mt	
450	hairband	发箍	kb	发带	发箍|hair band|0.0|kb ; 发卡|Card issuer|0.0|kb ; 头箍|headband|0.0|wiki ; 发带|headband|0.0|kbmt	
448	highleg	高开衩的衣物	kb	高筒裤	高开衩的衣物|Clothing with high slits|0.0|kb ; 高叉|High fork|0.0|wiki ; 高腰|High waist|0.0|wiki ; 高腿|High legs|0.0|kbmt ; 高筒裤|Tall-leg pants|0.0|mt	
443	facial	颜射	kb	面部特征	面部特征|Facial features|0.667|mt ; 颜射|Face ejaculation|0.0|kb ; 暨在脸上|and on the face|0.0|kbmt	
441	siblings	兄弟姐妹	kb_verified	兄弟姐妹	兄弟姐妹|siblings|1.0|kb	
440	hand up	抬起手	kb	举手	抬手|Raise hand|0.5|wiki ; 抬起手|Raise your hand|0.4|kb ; 举手|Raise your hand|0.4|kbmt	
438	see-through clothes	透视服装	wiki_verified	透明衣物	透视服装|See-through clothing|1.0|wiki ; 半透明衣服|Translucent clothing|0.4|wiki ; 透明衣物|Transparent clothing|0.4|mt	NO_PACK
437	sky	天空	kb_verified	天空	天空|sky|1.0|kb	
432	topless female	露胸女性	mt_unverified	露胸女性	露胸女性|Topless woman|0.5|mt ; 上半身裸|Upper body naked|0.0|wiki ; 侧面全裸|Completely naked on the side|0.0|wiki ; 上身裸体女性|Nude woman from the upper body|0.0|wiki	NO_PACK
429	covered navel	被遮盖的肚脐	wiki_verified	遮盖的肚脐	被遮盖的肚脐|Covered navel|1.0|wiki ; 遮盖的肚脐|Covered navel|1.0|mt ; 衣肚脐|Cloth navel|0.5|kbmt ; 隐约入目的肚脐|The faintly visible navel|0.4|kb ; 透视肚脐|View through the navel|0.4|wiki	DEVIATES_FROM_PACK
428	water	水	kb_verified	水	水|Water|1.0|kb	
428	condom	避孕套	kb_verified	避孕套	避孕套|Condom|1.0|kb	
426	grin	露齿笑	kb	咧嘴笑	咧嘴笑|Grin|1.0|mt ; 咧嘴一笑|Grin|1.0|kbmt ; 露齿笑|Smile showing teeth|0.0|kb ; 露齿而笑|Smile, showing teeth|0.0|kb	PACK_UNVERIFIED_RIVAL
424	black pantyhose	黑色连裤袜(覆盖臀部)	kb_verified	黑色连裤袜	黑色连裤袜|Black pantyhose|1.0|kbmt ; 黑色连裤袜(覆盖臀部)|Black pantyhose (covering hips)|0.667|kb ; 黑丝|Black stockings|0.5|wiki	
423	bag	包	kb_verified	包	包|bag|1.0|kb ; 袋|bag|1.0|wiki	
422	paizuri	乳交	kb	摆姿势	乳交|Breastfeeding|0.0|kb ; 挟射|Flank fire|0.0|wiki ; 乳内射精|Coital ejaculation|0.0|wiki ; 摆姿势|Pose|0.0|mt ; 山雀他妈的|Fuck the chickadee|0.0|kbmt	
420	miniskirt	迷你裙	kb_verified	迷你裙	迷你裙|miniskirt|1.0|kb ; 迷你裙短裙|Miniskirt, short skirt|0.5|kbmt ; 超短裙|Microskirt|0.0|wiki	
417	blurry background	模糊的背景	kb_verified	模糊背景	模糊的背景|Blurred background|0.5|kb ; 虚化背景|Blurred background|0.5|wiki ; 模糊背景|Blurred background|0.5|mt	
412	white bikini	白色比基尼	kb_verified	白色比基尼	白色比基尼|White bikini|1.0|kb ; 白色比基尼泳裤|White bikini bottoms|0.8|kbmt ; 白色比基尼上衣|White bikini top|0.8|kbmt	
412	looking at penis	看着阴茎	kb_verified	注视阴茎	看着阴茎|Looking at the penis|1.0|kb ; 注视阴茎|Staring at the penis|0.5|mt	
411	spread pussy	掰穴	kb	张开阴部	掰穴|Pinch acupoints|0.0|kb ; 掰开阴部|Separate the genitals|0.0|kb ; 掰开的阴部|Split vulva|0.0|kb ; 张开阴部|Open the genitals|0.0|mt	
408	cum on breasts	射在胸上	kb	精液溅在乳房上	射在乳房上|Shooting at the breast|0.5|kbmt ; 射在乳房之间|Shooting between the breasts|0.4|kbmt ; 精液溅在乳房上|Semen splashed on the breast|0.4|mt ; 射在胸上|Shot in the chest|0.0|kb ; 胸部上的精液|Semen on the chest|0.0|wiki	
408	after vaginal	事后阴道特写	kb	阴道后部	阴道性交之后|After vaginal intercourse|0.8|wiki ; 事后阴道特写|Close-up of vagina afterwards|0.0|kb ; 阴道后|postvaginally|0.0|kbmt ; 阴道后部|Posterior vagina|0.0|mt	PACK_UNVERIFIED_RIVAL
