count	axis	en	ja_current	via	mt_ja	alts	candidates	flags
57	general	highleg panties	ニーハイパンティー	mt_unverified	ニーハイパンティー		ニーハイパンティー(mt)|ハイレグパンティ(tagpair)|ハイレグパンツ(wiki)|ハイレグショーツ(tagpair)	mt_unverified
57	general	umbrella	傘	mt_verified	傘	雨傘	傘(wiki)|雨傘(wiki)	han-outside-inventory
57	general	belly	お腹	mt_unverified	お腹		イカ腹(wiki)|お腹(mt)	mt_unverified
57	character	gotoh hitori	後藤ひとり	wikidata		ぼ喜多|ぼっちちゃん|ごとうひとり|后藤一里		
57	character	kitagawa marin	喜多川海夢	wikidata		海夢		
57	general	yellow shirt	黄シャツ	wiki_verified	黄色いシャツ		黄シャツ(wiki)|黄色いシャツ(mt)	
57	general	body writing	ボディワーリング	mt_unverified	ボディワーリング	身体に落書き|からだ書き初め	体に落書き(wiki)|身体に落書き(wiki)|からだ書き初め(wiki)|ボディワーリング(mt)	mt_unverified
57	general	strangling	絞殺	mt_unverified	絞殺	首絞めックス|絞殺|絞首	首絞め(wiki)|首絞めックス(wiki)|絞殺(wiki)|絞首(tagpair)	mt_unverified
57	general	outside border	外側の枠	mt_unverified	外側の枠		フレーム外(tagpair)|フレーム外キャラクター(tagpair)|外側の枠(mt)	mt_unverified
57	general	cone hair bun	円錐形の髪のお団子	mt_unverified	円錐形の髪のお団子		円錐形の髪のお団子(mt)	mt_unverified
56	general	shoulder bag	ショルダーバッグ	mt_verified	ショルダーバッグ		ショルダーバッグ(wiki)	
56	general	small penis	小さいペニス	mt_verified	小さいペニス	短小	小さいペニス(mt)|粗チン(wiki)|短小(wiki)	
56	general	looking away	目をそらす	tagpair_verified	視線をそらす		目をそらす(tagpair)|目を逸らす(tagpair)|視線をそらす(mt)	
56	general	open fly	ファスナーが開いている	mt_unverified	ファスナーが開いている		ファスナーが開いている(mt)|ズボンのチャックが開いている(tagpair)|開いているズボン(tagpair)	sentence-like;mt_unverified
56	general	contrapposto	対角線構図	mt_unverified	対角線構図		コントラポスト(wiki)|対角線構図(mt)	mt_unverified
56	general	sleeves rolled up	腕まくり	wiki_verified	袖をまくり上げた	袖まくり|卷起袖子	腕まくり(wiki)|袖まくり(wiki)|袖をまくり上げた(mt)	
56	general	alcohol	お酒	mt_verified	お酒	アルコール|酒	お酒(wiki)|アルコール(wiki)|酒(wiki)	
56	character	yanami anna	八奈見杏菜	wikidata				
56	general	blue leotard	青いレオタード	mt_verified	青いレオタード		青いレオタード(tagpair)|青バニー(wiki)	
56	general	candy	あめ	wiki_verified	キャンディー	あめだま|スイーツ|キャンデー|キャンディ	あめ(wiki)|キャンディー(tagpair)|飴(tagpair)|あめだま(wiki)|スイーツ(wiki)	
56	general	hand on own ass	自分のお尻に手を当てる	mt_unverified	自分のお尻に手を当てる		自分の尻に手を当てる(tagpair)|自分のお尻に手を当てる(mt)	morpheme-family;mt_unverified
56	copyright	pokemon (anime)	アニポケ	wiki		ポケアニ|ポケモン映画|マオ(アニポケ)|ハルカ(アニポケ)		
55	general	covering breasts	巨乳を隠す	mt_unverified	巨乳を隠す	腕ブラ	巨乳を隠す(mt)|手ブラ(wiki)|腕ブラ(wiki)	injected-word;mt_unverified
55	general	shiny clothes	光沢のある服	mt_verified	光沢のある服		光沢のある服(tagpair)|光沢のある衣服(tagpair)	
55	general	rabbit girl	ウサギ娘	mt_verified	ウサギ娘	うさぎ娘|兎娘	ウサギ娘(wiki)|うさぎ娘(wiki)|兎娘(tagpair)	
55	general	cow print gloves	牛柄の手袋	mt_unverified	牛柄の手袋		牛柄の手袋(tagpair)|牛柄手袋(tagpair)	mt_unverified
55	general	cropped jacket	カットオフジャケット	mt_unverified	カットオフジャケット	クロップジャケット	クロップジャケット(wiki)|カットオフジャケット(mt)|ボレロ(wiki)	mt_unverified
55	general	purple dress	紫のドレス	tagpair_verified	紫色のドレス		紫のドレス(tagpair)|紫色のドレス(tagpair)	
55	general	o-ring bikini	Oリングビキニ	mt_verified	Oリングビキニ		Oリングビキニ(mt)	
55	general	cum on legs	脚に精液	mt_unverified	脚に精液		足に精液(tagpair)|足に精子(tagpair)|脚に精液(mt)	mt_unverified
55	general	seductive smile	魅力的な笑顔	mt_unverified	魅力的な笑顔		誘う微笑み(tagpair)|誘惑的な微笑み(tagpair)|魅力的な笑顔(mt)	mt_unverified
55	general	cervix	子宮口	wiki_verified	子宮頸部		子宮口(wiki)	
55	general	mixed-sex bathing	混浴	wiki_verified	男女混浴	水中結合	混浴(wiki)|男女混浴(mt)|水中結合(wiki)	
55	general	anal hair	肛門周りの毛	mt_unverified	肛門周りの毛	肛毛	ケツ毛(wiki)|肛門周りの毛(mt)	mt_unverified
54	general	upside-down	さかさま	wiki_verified	逆さま	さかさま	さかさま(wiki)|逆さま(mt)|逆さ吊り(wiki)	
54	general	braided bangs	編み込み前髪	mt_verified	編み込み前髪		編み込み前髪(tagpair)|編み込みヘア(tagpair)	
54	general	highleg bikini	ハイレッグビキニ	mt_unverified	ハイレッグビキニ	ハイレグビキニ|高叉比基尼	ハイレグビキニ(wiki)|ハイレッグビキニ(mt)|高叉比基尼(wiki)|ハイレグ水着(wiki)	mt_unverified
54	general	christmas	クリスマス	mt_verified	クリスマス	クリスマスイラスト|クリスマス2025|聖誕|聖誕節	クリスマス(wiki)|クリスマスイラスト(wiki)|クリスマス2025(wiki)|聖誕祭(tagpair)	
54	general	twitching penis	ピンク色に脈打つペニス	mt_unverified	ピンク色に脈打つペニス		ピンク色に脈打つペニス(mt)	mt_unverified
54	general	reverse bunnysuit	逆向きバニーソックス	mt_unverified	逆向きバニーソックス	東方逆遊兎	逆バニー(wiki)|逆向きバニーソックス(mt)|東方逆遊兎(wiki)	mt_unverified
54	general	shimaidon (sex)	下着姿	mt_unverified	下着姿		下着姿(mt)|姉妹丼(wiki)	han-outside-inventory;mt_unverified
54	general	thigh sex	ニーハイセックス	mt_unverified	ニーハイセックス	スマタ|太ももコキ|ふとももコキ|素股	すまた(wiki)|太ももコキ(wiki)|ニーハイセックス(mt)|スマタ(wiki)	mt_unverified
54	general	hood up	フードを被る	mt_unverified	フードを被る		フードを被る(tagpair)|フードアップ(tagpair)	mt_unverified
54	general	pink shirt	ピンクシャツ	wiki_verified	ピンクのシャツ		ピンクシャツ(wiki)|ピンクのシャツ(mt)	
54	general	partially unbuttoned	ボタンが少し外れている	mt_unverified	ボタンが少し外れている		半開き(tagpair)|シャツのボタン(tagpair)|ボタンが少し外れている(mt)	sentence-like;mt_unverified
54	general	black tail	黒い尾	mt_verified	黒い尾		黒い尾(mt)|黒尾(tagpair)	
54	general	pokemon (creature)	ポケモン（生物）	mt_unverified	ポケモン（生物）	ポケモン|水タイプ|ポケ獣人|ポケコス	ポケモン（生物）(mt)|ブイズ(wiki)|ポケモン(wiki)|水タイプ(wiki)|ポケモン×人間(tagpair)	mt_unverified
54	general	toeless legwear	靴下なしの脚衣	mt_unverified	靴下なしの脚衣		靴下なしの脚衣(mt)	mt_unverified
54	copyright	boku no hero academia	夢アカ	wiki		ヒロアカ|ヒーロー科女子|僕のヒーローアカデミア|我的英雄学院		
53	general	short ponytail	ショートポニーテール	mt_verified	ショートポニーテール		ショートポニーテール(wiki)|短ポニーテール(tagpair)|短いポニーテール(tagpair)	
53	general	adjusting clothes	服の整え方	mt_unverified	服の整え方		服の整え方(mt)|食い込み直し(wiki)	mt_unverified
53	general	watch	腕時計	tagpair_verified	見る		腕時計(tagpair)|見る(mt)	
53	general	lace panties	レースパンティ	tagpair_verified	レースのパンティー		レースパンティ(tagpair)|レースのパンティー(mt)|レース下着(tagpair)	
53	general	unbuttoned	ボタンが外れた	mt_unverified	ボタンが外れた		ボタン外し(tagpair)|ボタンが外れた(mt)	mt_unverified
53	general	cow print thighhighs	牛柄のニーハイ	mt_unverified	牛柄のニーハイ		牛柄タイツ(tagpair)|牛柄のタイツ(tagpair)|牛柄のニーハイ(mt)	mt_unverified
53	general	reflection	映り込み	wiki_verified	反射	映り込み|鏡に映る女の子|反射|倒影	映り込み(wiki)|反射(tagpair)|鏡越し(wiki)|鏡に映る女の子(wiki)	
53	general	gold trim	金色の装飾	mt_unverified	金色の装飾		金縁(tagpair)|金縁装飾(tagpair)|金色の装飾(mt)	mt_unverified
53	general	round eyewear	丸い眼鏡	mt_unverified	丸い眼鏡	丸眼鏡	丸メガネ(wiki)|丸い眼鏡(mt)|丸眼鏡(wiki)	mt_unverified
53	general	hoop earrings	フープピアス	tagpair_verified	イヤリング		フープピアス(tagpair)|フープイヤリング(tagpair)|イヤリング(mt)	
53	general	one eye covered	片目隠し	tagpair_verified	片目を隠す		片目隠し(tagpair)|片目を隠す(mt)|片目隠しキャラクター(tagpair)	
53	general	cum on stomach	お腹に精液	mt_unverified	お腹に精液		お腹に精液(mt)|腹部に射精(tagpair)|腹部上的精液(wiki)|腹射(tagpair)	mt_unverified
53	general	licking nipple	乳首舐め	wiki_verified	乳首を舐める	乳首舐め|乳首舐め手コキ|乳首舐め手マン	乳首舐め(wiki)|乳首舐め手コキ(wiki)|乳首を舐める(mt)|乳舐め(wiki)	
53	general	freckles	そばかす	mt_verified	そばかす	雀斑	そばかす(wiki)|雀斑(wiki)	
53	general	antlers	角	mt_unverified	角	シカの角|枝角|鹿角	鹿の角(wiki)|シカの角(wiki)|角(tagpair)|枝角(wiki)	mt_unverified
53	general	red thighhighs	赤いニーハイ	mt_unverified	赤いニーハイ		赤いニーハイ(mt)|赤い膝上ストッキング(tagpair)|赤のニーハイソックス(tagpair)	mt_unverified
52	general	finger in another's mouth	他人の口に指を入れる	mt_unverified	他人の口に指を入れる		他人の口に指を入れる(mt)|口内指責め(wiki)	mt_unverified
52	general	stained panties	汚れたパンティー	mt_unverified	汚れたパンティー	汚パンツ	染みパン(wiki)|汚れたパンティー(mt)|汚パンツ(wiki)	mt_unverified
52	general	sitting on lap	膝の上に座る	mt_unverified	膝の上に座る	膝の上に座る	膝の上に座る(wiki)|膝乗り(wiki)|膝の上(tagpair)|膝に座る(tagpair)	mt_unverified
52	general	reverse upright straddle	逆立ち両脚開き	mt_unverified	逆立ち両脚開き	背面坐位	逆立ち両脚開き(mt)|背面座位(wiki)	mt_unverified
52	general	white camisole	白いキャミ	tagpair_verified	白いキャミソール		白いキャミ(tagpair)|白いキャミソール(tagpair)	
52	general	mole on ass	お尻のほくろ	mt_unverified	お尻のほくろ		尻ぼくろ(wiki)|尻のほくろ(tagpair)|お尻のほくろ(mt)	morpheme-family;mt_unverified
52	general	green bikini	緑ビキニ	wiki_verified	緑のビキニ		緑ビキニ(wiki)|緑のビキニ(mt)	
52	general	grass	草	mt_verified	草		草(wiki)	
52	general	red scarf	赤マフラー	wiki_verified	赤いスカーフ		赤マフラー(wiki)|赤いスカーフ(mt)	
52	general	arm strap	アームストラップ	mt_verified	アームストラップ		アームストラップ(tagpair)|腕帯(tagpair)	
52	general	mother and daughter	母と娘	mt_verified	母と娘	母娘|親子|母子|母子相姦	母と娘(wiki)|母娘(wiki)|親子(wiki)	
52	general	lifting person	持ち上げられる人	tagpair_verified	人を持ち上げる		持ち上げられる人(tagpair)|持ち上げる(wiki)|持ち上げられる(tagpair)|人を持ち上げる(mt)	
52	general	animal hood	動物耳フード	tagpair_verified	動物柄のフード	アニマルパーカー	動物耳フード(tagpair)|動物柄のフード(mt)|動物パーカー(wiki)|アニマルパーカー(wiki)|動物フード(tagpair)	
52	general	frilled dress	フリルドレス	mt_verified	フリルドレス		フリルドレス(wiki)	
52	general	untied bikini	緩んだビキニ	mt_unverified	緩んだビキニ		未結のビキニ(tagpair)|結び目なしビキニ(tagpair)|緩んだビキニ(mt)|はだけ(wiki)	mt_unverified
52	general	twitter logo	ツイッターのロゴ	tagpair_verified	twitterのロゴ		ツイッターのロゴ(tagpair)|twitterのロゴ(mt)|ツイッターの鳥(tagpair)	
52	copyright	spy x family	スパイファミリー	wiki		スパイファミリーファンアート		
52	general	10s	10代女性	mt_unverified	10代女性		10代女性(mt)	mt_unverified
52	general	drunk	酔って	wiki_verified	酔っ払い	酔っ払い|泥酔	酔って(wiki)|泥酔(wiki)|酔っ払い(wiki)	
52	general	santa hat	サンタ帽	mt_verified	サンタ帽		サンタ帽(wiki)	
52	general	black background	黒い背景	mt_verified	黒い背景		黒い背景(mt)|黒背景(tagpair)|黒背景色(tagpair)	
52	copyright	toaru majutsu no index	とある魔術の禁書目録	wiki				
52	general	sperm cell	精子細胞	mt_verified	精子細胞		精子細胞(tagpair)|精子(wiki)	
51	general	buttjob	アナルセックス	mt_unverified	アナルセックス		尻コキ(wiki)|アナルセックス(mt)	mt_unverified
51	general	pink dress	ピンクドレス	tagpair_verified	ピンクのドレス		ピンクドレス(tagpair)|ピンクのドレス(tagpair)	
51	general	tinted eyewear	色付き眼鏡	mt_unverified	色付き眼鏡		色付き眼鏡(tagpair)|色付きサングラス(tagpair)	mt_unverified
51	general	stretching	伸び	wiki_verified	伸ばす	ストレッチ|拉伸|伸展	伸び(wiki)|ストレッチ(wiki)|拉伸(wiki)|伸ばす(mt)	
51	general	red jacket	赤いジャケット	mt_verified	赤いジャケット		赤いジャケット(tagpair)|赤のジャケット(tagpair)	
51	general	averting eyes	目をそらす	mt_unverified	目をそらす	目を逸らす|目をそらす	目逸らし(wiki)|目を逸らす(wiki)|目をそらす(wiki)	mt_unverified
51	general	purple panties	紫色のパンティー	mt_verified	紫色のパンティー	紫下着	紫色のパンティー(mt)|紫パンツ(wiki)|紫下着(wiki)	
51	general	wristband	ブレスレット	mt_unverified	ブレスレット		リストバンド(wiki)|ブレスレット(mt)	mt_unverified
51	general	low twin braids	低いツインテール	mt_unverified	低いツインテール		低めツインテール(tagpair)|低いツインテール(mt)|低位置ツインテール(tagpair)	mt_unverified
51	general	asymmetrical legwear	非対称なニーハイ	mt_unverified	非対称なニーハイ		非対称な靴下(tagpair)|非対称なズボン(tagpair)|非対称なニーハイ(mt)	mt_unverified
51	general	double handjob	両手でのハンドジャック	mt_unverified	両手でのハンドジャック	双重手淫	双重手淫(wiki)|両手に茎(wiki)|両手でのハンドジャック(mt)	mt_unverified
51	general	waist apron	ウエストエプロン	mt_unverified	ウエストエプロン		ウエストエプロン(wiki)	mt_unverified
51	general	nurse cap	看護師帽	mt_unverified	看護師帽		ナースキャップ(wiki)|看護師帽(mt)	mt_unverified
51	general	cape	ケープ	wiki_verified	マント	披風	ケープ(wiki)|披風(wiki)|マント(mt)	
51	general	colored pubic hair	色付き陰毛	tagpair_verified	色付きの陰毛		色付き陰毛(tagpair)|色付きの陰毛(mt)|色付きのパブリックヘア(tagpair)	
51	general	!?	!?	mt_unverified	!?		!?(mt)	mt_unverified
50	general	feathered wings	羽毛の翼	tagpair_verified	羽の翼		羽毛の翼(tagpair)|羽の翼(mt)	
50	general	skirt pull	スカート引き	mt_verified	スカート引き	スカート下ろし	スカート引き(mt)|スカートおろし(wiki)|スカート下ろし(wiki)	
50	general	before and after	ビフォーアフター	wiki_verified	前後	劇的ビフォーアフター	ビフォーアフター(wiki)|前後(mt)|劇的ビフォーアフター(wiki)	
50	general	surgical mask	サージカルマスク	wiki_verified	手術用マスク	サージカルマスク	サージカルマスク(wiki)|手術用マスク(mt)|衛生マスク(wiki)	
50	general	toilet	トイレ	mt_verified	トイレ	洋式トイレ|洋式|便器	トイレ(wiki)|便器(tagpair)|洋式トイレ(wiki)|洋式(wiki)	
50	general	head wings	頭部の翼	mt_verified	頭部の翼		頭部の翼(mt)|頭羽(wiki)	
50	general	split mouth	口を裂くように開ける	mt_unverified	口を裂くように開ける		口を裂くように開ける(mt)|口割れ(tagpair)|口割れ線(tagpair)	mt_unverified
50	general	red shirt	赤シャツ	wiki_verified	赤いシャツ	赤いシャツ	赤シャツ(wiki)|赤いシャツ(wiki)	
50	general	bikini bottom only	ビキニボトムのみ	tagpair_verified	ビキニの下だけ		ビキニボトムのみ(tagpair)|ビキニボトム(tagpair)|ビキニの下だけ(mt)	
50	general	bath	お風呂	wiki_verified	入浴	おふろ|風呂	お風呂(wiki)|おふろ(wiki)|入浴(mt)|風呂(wiki)	
50	general	pout	不機嫌顔	mt_unverified	不機嫌顔	「ぷー」とふくらんで	ふくれっ面(wiki)|「ぷー」とふくらんで(wiki)|不機嫌顔(mt)	mt_unverified
50	general	gem	宝石	mt_unverified	宝石		宝石(wiki)	mt_unverified
50	general	after ejaculation	射精後	mt_verified	射精後	ズリ事後|ザーメンブリッジ	射精後(mt)|ズリ事後(wiki)|パイ射(wiki)|ザーメンブリッジ(wiki)	
50	general	swimsuit aside	水着を外す	mt_unverified	水着を外す		水着を外す(mt)|股布ずらし(wiki)	mt_unverified
50	general	brooch	ブローチ	mt_verified	ブローチ		ブローチ(wiki)	
50	general	fucked silly	めちゃくちゃにされた	mt_unverified	めちゃくちゃにされた		んほぉ系(wiki)|めちゃくちゃにされた(mt)	mt_unverified
50	general	1futa	1人2体	mt_unverified	1人2体		1人2体(mt)	mt_unverified
49	general	one-piece swimsuit pull	ワンピース水着引き	tagpair_verified	ワンピース水着の引き紐		ワンピース水着引き(tagpair)|ワンピース水着引き下げ(tagpair)|ワンピース水着の引き紐(mt)	
49	general	colored eyelashes	カラーまつ毛	wiki_verified	色付きまつげ	彩睫|彩色睫毛	カラーまつ毛(wiki)|色付き睫毛(tagpair)|色付きまつげ(tagpair)	
49	general	dragon tail	ドラゴンの尾	tagpair_verified	ドラゴンテール		ドラゴンの尾(tagpair)|ドラゴンの尾部(tagpair)|ドラゴンテール(mt)	
49	general	holding weapon	武器を持つ	mt_verified	武器を持つ		武器を持つ(tagpair)|武器保持(tagpair)	
49	general	white collar	白い襟	mt_verified	白い襟		白い襟(tagpair)|白い襟付き(tagpair)	
49	general	flashing	閃光	mt_verified	閃光	見せパン|パンツは見せつけるもの|私密露出	閃光(mt)|パンモロ(wiki)|見せパン(wiki)|パンツは見せつけるもの(wiki)|チラ見せ(tagpair)	
49	general	tissue box	ティッシュケース	tagpair_verified	ティッシュボックス		ティッシュケース(tagpair)|ティッシュボックス(tagpair)	
49	general	bags under eyes	目の下のクマ	mt_unverified	目の下のクマ	隈|眼袋|黑眼圈	目のクマ(wiki)|目の下のクマ(tagpair)|目の下にクマ(tagpair)|眼袋(wiki)|隈(wiki)	mt_unverified
49	general	sparse pubic hair	薄い恥毛	mt_unverified	薄い恥毛	ロリ陰毛|アンダーヘア	ロリ陰毛(wiki)|薄い恥毛(mt)|アンダーヘア(wiki)|生えかけ(wiki)	mt_unverified
49	general	sample watermark	サンプルウォーターマーク	mt_verified	サンプルウォーターマーク		サンプルウォーターマーク(mt)	sentence-like
49	general	purple thighhighs	紫色のニーハイ	mt_unverified	紫色のニーハイ		紫のタイツ(tagpair)|紫のサイハイブーツ(tagpair)|紫色のニーハイ(mt)	mt_unverified
49	general	pee	おしっこ	mt_unverified	おしっこ		おしっこ(mt)|尿(wiki)	mt_unverified
49	character	hikari (blue archive)	ヒカリ	wiki		橘ヒカリ|シュポガキ|橘光		
49	general	deepthroat	ディープスロート	mt_verified	ディープスロート	ディープスロート|深喉	ディープスロート(wiki)|イラマチオ(wiki)	
49	general	irrumatio	乱入	mt_unverified	乱入	イマラチオ|イラマチオハンドル|被迫口交	イラマチオ(wiki)|イマラチオ(wiki)|イラマチオハンドル(wiki)|乱入(mt)	mt_unverified
49	general	rough sex	乱暴なセックス	mt_verified	乱暴なセックス	暴力的なセックス	乱暴なセックス(mt)|暴力的なセックス(wiki)|首絞めックス(wiki)	
48	general	heart in eye	目にハート	mt_unverified	目にハート	目がハート|目にハート	ハート目(wiki)|目がハート(wiki)|目にハート(wiki)|ハート形の瞳(tagpair)	mt_unverified
48	general	wristwatch	時計	mt_unverified	時計	腕時計	時計(mt)|手表(wiki)|腕時計(wiki)	mt_unverified
48	general	half updo	ハーフアップ	mt_unverified	ハーフアップ	ハーフアップ	ハーフアップ(wiki)|お嬢様結び(wiki)	mt_unverified
48	general	vest	背心	wiki_verified	ベスト	背心	背心(wiki)|ベスト(wiki)	
48	general	single glove	片方の手袋	mt_unverified	片方の手袋		片方の手袋(mt)|片手グローブ(tagpair)|片手手袋(tagpair)	mt_unverified
48	general	out-of-frame censoring	枠外修正あり	mt_unverified	枠外修正あり	カメラさんもっと下!|カメラさんもうちょっと下	枠外修正あり(mt)|カメラさんもっと下(wiki)|カメラさんもっと下!(wiki)|カメラさんもうちょっと下(wiki)	mt_unverified
48	general	fishnet pantyhose	網タイツ	mt_unverified	網タイツ		網タイツ(wiki)	mt_unverified
48	general	orgy	群交	mt_unverified	群交	男女女男	群交(mt)|乱交(wiki)|男女女男(wiki)	han-outside-inventory;mt_unverified
48	general	very sweaty	汗だく	mt_unverified	汗だく	滴る汗|大量出汗	汗だく(wiki)|汗まみれ(tagpair)|滴る汗(wiki)|大量出汗(wiki)	mt_unverified
48	general	father and child	父と子	mt_unverified	父と子	親子	父と子(tagpair)|父子(wiki)|親子(wiki)|父と子関係(tagpair)	mt_unverified
48	copyright	comic kairakuten	コミック快楽天	wiki		快楽天|COMIC快楽天		
47	general	hand on own thigh	自分の太ももに手を置く	mt_unverified	自分の太ももに手を置く		太ももに手を置く(tagpair)|自分の太ももに手を置く(tagpair)	mt_unverified
47	general	maebari	まえばり	wiki_verified	前原り	前バリ|まえばり|陰貼	まえばり(wiki)|前貼り(wiki)|前バリ(wiki)|前原り(mt)	
47	general	holding condom	コンドームを持つ	mt_unverified	コンドームを持つ		コンドーム保持(tagpair)|コンドームを持つ(mt)|コンドームを持っている(tagpair)	mt_unverified
47	general	aqua nails	アクアネイル	tagpair_verified	水色のネイル		アクアネイル(tagpair)|アクアネイルアート(tagpair)|水色指甲(wiki)|水色のネイル(mt)	
47	general	pussy juice stain	愛液のシミ	mt_unverified	愛液のシミ		マン汁染み付き(tagpair)|愛液のシミ(mt)|マン汁染み(tagpair)	mt_unverified
47	general	tatami	畳	mt_unverified	畳		畳(wiki)	han-outside-inventory;mt_unverified
47	general	hand on own face	自分の顔に手を当てる	mt_unverified	自分の顔に手を当てる		手で顔を覆う(tagpair)|自分の顔に手を当てる(mt)	mt_unverified
47	general	suit	スーツ	mt_verified	スーツ	スーツ女子|3ピーススーツ|3ピース・スーツ|スリーピーススーツ	スーツ(wiki)|西装(tagpair)|スーツ女子(wiki)|3ピーススーツ(wiki)	
47	general	suspenders	サスペンダー	wiki_verified	ベルト		サスペンダー(wiki)|ベルト(mt)	
47	general	hands on own hips	双手叉腰	wiki_verified	腰に手を当てる	双手叉腰	双手叉腰(wiki)|腰に手(wiki)|腰に手を当てる(mt)	
47	general	yellow bikini	黄色ビキニ	wiki_verified	黄色いビキニ		黄色ビキニ(wiki)|黄色いビキニ(mt)	
47	general	split-color hair	ツートンカラーの髪	mt_unverified	ツートンカラーの髪		ツートンカラーの髪(mt)	mt_unverified
47	general	asymmetrical docking	非対称ドッキング	mt_unverified	非対称ドッキング	胸合わせ|おっぱいキス	非対称ドッキング(mt)|乳合わせ(wiki)|胸合わせ(wiki)|おっぱいキス(wiki)	mt_unverified
47	character	suou yuki	周防有希	wikidata		周防有希(ロシデレ)|周防_有希		
47	general	blue background	青い背景	mt_verified	青い背景		青い背景(mt)|ブルーバック(wiki)	
47	general	fivesome	5人組	mt_unverified	5人組		5人組(mt)	mt_unverified
47	general	santa costume	サンタ服	wiki_verified	サンタコスチューム	サンタ服|サンタ娘|サンタ衣装|サンタコス	サンタ服(wiki)|サンタ衣装(tagpair)|サンタコスチューム(mt)|サンタ(wiki)|サンタ娘(wiki)	
47	general	father and daughter	父と娘	mt_verified	父と娘	父子|親子	父と娘(mt)|父娘(wiki)|父子(wiki)|親子(wiki)	
47	general	bathing	入浴	mt_verified	入浴	入浴	入浴(wiki)|水浴び(wiki)	
47	general	nipple piercing	乳首ピアス	mt_unverified	乳首ピアス	乳環	乳首ピアス(wiki)|乳環(wiki)	mt_unverified
47	general	full nelson	フルネルソン	mt_verified	フルネルソン		フルネルソン(wiki)	
47	general	!	！	mt_unverified	！		びっくりマーク(tagpair)|！(mt)|感嘆符(tagpair)	mt_unverified
47	general	hand on another's thigh	太ももの上に手	tagpair_verified	他人の太ももに手を置く		太ももの上に手(tagpair)|太ももの上に手を置く(tagpair)|他人の太ももに手を置く(mt)	
47	general	tape	テープ	mt_verified	テープ		テープ(wiki)|カセットテープ(tagpair)	
47	general	trap	罠	mt_verified	罠	わぁい|だが男だ|おとこの娘|おとこのこ	罠(mt)|男の娘(wiki)|わぁい(wiki)|だが男だ(wiki)	han-outside-inventory
47	general	brown gloves	茶色の手袋	tagpair_verified	茶色い手袋	褐色手套	茶色の手袋(tagpair)|茶色い手袋(mt)	
47	copyright	megido72	メギド72	wiki		メギド【腐】		
46	general	straw hat	麦わら帽子	mt_verified	麦わら帽子	草帽	麦わら帽子(wiki)|草帽(wiki)	
46	general	high-waist skirt	ハイウエストスカート	wiki_verified	ウエストの高いスカート	ハイウエストサスペンダースカート	ハイウエストスカート(wiki)|ウエストの高いスカート(mt)|ハイウエストサスペンダースカート(wiki)	
46	general	frontal wedgie	正面からのウェッジ	mt_unverified	正面からのウェッジ		股布食い込ませ(wiki)|前ウェッジ(tagpair)|フロントウェッジ(tagpair)|正面からのウェッジ(mt)	mt_unverified
46	general	black sweater	黒のセーター	tagpair_verified	黒いセーター		黒のセーター(tagpair)|黒いセーター(tagpair)	
46	general	jeans	ジーンズ	mt_verified	ジーンズ	ジーパン|ジーンズ/jeans	ジーンズ(wiki)|ジーパン(wiki)|ジーンズ/jeans(wiki)	
46	general	green skirt	緑のスカート	mt_verified	緑のスカート		緑のスカート(tagpair)|緑のミニスカート(tagpair)	
46	copyright	senran kagura new link	シノマス	wiki		シノビマスター|閃乱カグラNewLink|シノビマスター閃乱カグラNewLink		
46	general	curled horns	巻き毛の角	mt_unverified	巻き毛の角		巻き毛の角(mt)|巻き角(tagpair)|巻き角の(tagpair)	mt_unverified
46	general	green jacket	緑のジャケット	mt_verified	緑のジャケット		緑のジャケット(mt)|緑ブレザー(wiki)	
46	general	white wings	白い翼	mt_verified	白い翼		白い翼(tagpair)|白い羽根(tagpair)	
46	general	footjob	フットジョブ	mt_verified	フットジョブ	足交	フットジョブ(mt)|足コキ(wiki)|足交(wiki)	
46	general	light particles	光の粒	tagpair_verified	光の粒子		光の粒(tagpair)|光の粒子(tagpair)	
46	character	ako (blue archive)	天雨アコ	wikidata		アコ|逆アコ		
46	general	black necktie	黒いネクタイ	mt_unverified	黒いネクタイ		黒ネクタイ(tagpair)|黒のネクタイ(tagpair)|黒いネクタイ(mt)	mt_unverified
46	general	eyebrows hidden by hair	髪で隠れた眉毛	tagpair_verified	髪で隠された眉		髪で隠れた眉毛(tagpair)|髪で隠れた眉(tagpair)|髪で隠された眉(mt)	
46	general	fur collar	毛皮の襟	mt_verified	毛皮の襟		毛皮の襟(tagpair)|毛皮襟(tagpair)	
46	general	strawberry hair ornament	イチゴの髪飾り	mt_verified	イチゴの髪飾り		イチゴの髪飾り(tagpair)|イチゴのヘアピン(tagpair)	
46	general	old	年配の	mt_unverified	年配の		年配の(mt)|老年(tagpair)|高齢者(tagpair)	mt_unverified
46	general	pale skin	色白の肌	mt_unverified	色白の肌		色白の肌(mt)|色白(wiki)	mt_unverified
46	character	nozomi (blue archive)	ノゾミ	wiki		橘ノゾミ|シュポガキ|橘望		
46	general	fat mons	太った男	mt_unverified	太った男	盛りマン|モリマン|もりまん	太った男(mt)|ぷにまん(wiki)|盛りマン(wiki)|モリマン(wiki)	mt_unverified
46	copyright	dohna dohna issho ni warui koto o shiyou	ドーナドーナ	wiki		ドーナドーナいっしょにわるいことをしよう		
45	general	jitome	ジトメ	mt_verified	ジトメ	冷眼	ジトメ(mt)|ジト目(wiki)|冷眼(wiki)	
